-0.12196047	-0.0058077537	-0.0076842653	0.098020904	0.3099379	-0.16877215	0.13380682	-0.08325668	-0.1820213	-0.031072713	-0.08294746	-0.07883899	-0.07635824	0.014052735	0.07687578	-0.03693819
-0.13903369	0.060279246	-0.08679276	0.049084567	0.27461264	-0.015017031	0.0033934368	-0.017906968	-0.10051739	-0.057706047	-0.034140754	-0.013992183	0.007062745	-0.048939545	0.0670044	-0.04985404
-0.16487657	0.06204735	-0.046567615	-0.050450344	0.19674532	-0.031085066	-0.014421055	0.07786326	-0.07368872	-0.14509122	0.034762952	0.04590282	0.10697518	-0.039298017	0.020981027	0.09533905
-0.10049394	-0.012290427	-0.002155139	0.028212382	0.19759592	-0.025591059	0.070941664	-0.02088105	-0.0942996	-0.040317096	-0.017954731	0.0022988375	0.009158474	-0.06483812	0.1090713	0.020869264
-0.22412968	-0.044396106	0.030050777	0.08762946	0.4472251	-0.096259795	0.097887136	-0.10045877	-0.126909	-0.101443864	-0.03750514	-0.057728987	-0.080319755	0.10090034	0.11581437	-0.10816444
-0.2773559	0.12032982	-0.13265067	-0.04373402	0.40184242	-0.016710447	-0.04629383	0.10149268	-0.022178242	-0.1521666	0.060807396	0.04457936	0.1107737	-0.075524345	0.0281469	0.083943084
-0.112067685	0.057320744	-0.06980994	-0.055837687	0.33343023	-0.10744474	-0.0061127283	0.067035794	-0.049202852	-0.12525086	0.036614794	0.010564362	0.005171658	-0.04063916	0.11140295	0.045062065
-0.18781549	0.009953497	0.04030123	0.06662896	0.46326515	-0.06669477	0.12929642	-0.001421801	-0.118638374	-0.1096653	-0.033494093	-0.025008624	-0.035396807	0.05919679	0.10463399	-0.029366115
-0.13341236	-0.055328336	0.050894905	0.094242565	0.3845163	-0.169755	0.069359116	-0.10064005	-0.0701069	-0.040298384	-0.08254249	-0.11851759	-0.026450768	0.041383088	0.08795973	-0.046703916
-0.1860228	0.10180114	-0.062995195	0.01619919	0.40652403	-0.035477325	0.0016273941	0.10794893	-0.019577354	-0.19404669	0.07410332	-0.0022384138	0.019615097	-0.018746689	0.058195774	0.082739934
-0.14401971	-0.011039044	-0.01918746	0.017623119	0.39901164	-0.035642862	0.01896451	-0.03447936	-0.10520136	-0.13302793	0.019015392	0.00012413946	-0.0017247265	-0.047998562	0.09909459	-0.06791912
0.05428782	-0.07907843	0.062514104	0.01249579	-0.11426897	-0.15364352	0.054408547	-0.04111207	-0.15895635	-0.04580977	-0.032638174	-0.07595036	0.018063098	0.048629727	0.09479847	-0.061893612
-0.07808159	0.020419464	-0.022633528	0.006311693	0.20760071	-0.010642467	-0.0482687	0.07159966	-0.05079876	-0.050625805	-0.0029590265	0.01922492	0.012859325	-0.0321499	0.03804748	0.07467818
-0.14981967	0.031965345	-0.04443307	-0.05946642	0.36968538	-0.03693846	-0.06747568	0.050952703	-0.18323576	-0.19888587	0.05663736	-0.01143512	0.03272235	-0.1010767	0.11233753	-4.5804933e-05
0.04524467	-0.13312972	0.08211808	0.092101924	0.006768932	-0.15450427	0.111383036	-0.10974854	-0.197083	0.046309825	-0.06779698	-0.10738161	-0.03793711	0.114338115	0.14500293	-0.07240554
-0.13902861	0.033520184	-0.058271106	-0.014747902	0.37191138	-0.018534565	-0.06134582	0.049250964	-0.068548866	-0.23944297	0.0056319213	-0.0061273477	0.07312605	-0.08656991	0.03372902	-0.009699418
-0.11516422	-0.0010996303	-0.07831649	0.012011611	0.3893263	-0.05036852	-0.0010402041	0.018347396	-0.032296374	-0.16244611	-0.024468329	-0.05157309	-0.0098151285	-0.06638918	0.13144808	-0.016421614
0.03736558	0.11340232	-0.10997209	-0.076174475	-0.14697006	-0.012330167	-0.05822149	0.12687553	-0.040510174	-0.10500679	0.05352518	0.06438116	0.06785266	-0.05688749	-0.039857697	0.050160613
-0.09892086	0.06906479	-0.016336296	-0.03393982	0.10175816	-0.02790954	0.010854967	0.0056544915	-0.026013449	0.002381397	0.037799064	-0.05397117	0.07321148	-0.06824431	-0.018287292	0.06334607
-0.16497912	-0.062181327	-0.05914514	0.03126744	0.22585179	-0.10718971	0.05505108	-0.0783836	-0.024158256	-0.016779339	-0.047813043	-0.029176364	0.0031333854	0.07669228	0.07293113	-0.01247739
-0.05809474	0.098545104	-0.038567055	-0.12164489	0.094389595	0.018704752	-0.03246663	0.06868874	-0.07538923	-0.07824683	0.07174635	0.043917015	0.121418424	-0.09739187	0.04671541	0.07113757
-0.107732825	-0.014313672	-0.0366301	0.07207321	0.09809331	0.0087529775	0.05101121	-0.0030594822	-0.022669684	-0.062591344	0.024142247	0.02213164	-0.009627211	-0.009316335	-0.0023306115	-0.02946332
-0.1975238	0.06437415	-0.091696925	-0.05559915	0.4838046	-0.032821443	-0.096519604	0.054577928	-0.030258752	-0.13584842	0.084389225	0.017001117	0.073189214	-0.06670565	-0.018322857	0.037574198
